,id,Hate_speech,Reference-counternarrative,Target
2216,trainCN-2216,"Si tienes antecedentes penales, no conseguirás trabajo. Por eso todos los negros están en paro.","Esta afirmación es injusta y estereotipa a un grupo completo de personas basándose en el color de su piel. Hay individuos de todas las razas y orígenes étnicos que tienen empleo y contribuyen positivamente a la sociedad, independientemente de sus antecedentes. No debemos generalizar ni discriminar a las personas por su raza.",POC
2217,trainCN-2217,Los negros son genéticamente menos inteligentes que otras razas. Son menos sanos. Son menos seguros.,"Estas afirmaciones son falsas y carecen de fundamento científico. La inteligencia, la salud y la seguridad no están determinadas por la raza, sino por factores individuales y ambientales. Es importante recordar que todos somos seres humanos y debemos apoyarnos mutuamente en lugar de difundir estereotipos negativos.",POC
2218,trainCN-2218,La Guerra Civil fue mucho más que la esclavitud: fue también el establecimiento de la supremacía blanca en Estados Unidos.,"La Guerra Civil fue un evento complejo con múltiples causas y consecuencias. Sin embargo, es importante recordar que uno de los principales factores fue la lucha por la igualdad y la abolición de la esclavitud. No debemos olvidar el progreso que se ha logrado desde entonces en términos de igualdad y justicia para todos, independientemente de su raza o etnia.",POC
2219,trainCN-2219,Estoy harto de oír que la supremacía blanca es mala.,"La supremacía de cualquier grupo étnico o racial es perjudicial para la sociedad en su conjunto, ya que promueve la discriminación y la injusticia. Es importante reconocer y celebrar la diversidad y la igualdad de todos los individuos, independientemente de su origen étnico o racial.",POC
2220,trainCN-2220,"Los negros no son humanos, no son más que problemas para este país.","Esta afirmación es incorrecta y ofensiva. Todas las personas, independientemente de su raza, merecen respeto y tienen el mismo valor como seres humanos. Es fundamental promover la inclusión y la tolerancia en lugar de perpetuar estereotipos y discriminación.",POC
2221,trainCN-2221,Los negros pueden aprender a leer y escribir pero siguen siendo negros. Se les nota en la piel que son simios amaestrados.,"Creo que es importante recordar que todos somos seres humanos, independientemente de nuestro color de piel o de dónde venimos. Este tipo de comentarios ofensivos y racistas no tienen cabida en una sociedad inclusiva y respetuosa.",POC
2222,trainCN-2222,La esclavitud es el único camino.,"La esclavitud fue una práctica inhumana y destructiva que causó un sufrimiento inimaginable a millones de personas. En lugar de buscar regresar a esas épocas oscuras, debemos esforzarnos por construir una sociedad justa e igualitaria donde todos sean tratados con respeto y dignidad.",POC
2223,trainCN-2223,Los africanos son la fuente de todos los males del mundo,Los problemas del mundo son mucho más complejos y multifacéticos que culpar a un solo grupo de personas. Generalizar y culpar a todos los africanos es injusto y simplista. Debemos trabajar juntos en lugar de dividirnos para abordar estos desafíos globales.,POC
2224,trainCN-2224,Los africanos no deberían participar en los Juegos Olímpicos,"Los Juegos Olímpicos son un evento global que celebra la diversidad y el talento de atletas de todo el mundo, incluidos los africanos. Sería injusto excluir a cualquier grupo étnico o nacionalidad de esta oportunidad única de demostrar sus habilidades y representar a sus países en la competición internacional.",POC
2225,trainCN-2225,los negros son muy peligrosos.,"Esta afirmación es falsa y ofensiva. Las personas de cualquier origen étnico pueden ser buenas o malas, y no se puede juzgar a alguien por el color de su piel. Debemos recordar que la discriminación y el racismo solo crean más división y odio en nuestra sociedad. En lugar de eso, deberíamos fomentar el entendimiento y la empatía entre todas las personas.",POC
2226,trainCN-2226,Los negros no son más que problemas para los blancos.,"Las personas de todas las razas y orígenes pueden enfrentarse a problemas y desafíos en su vida, y no es justo atribuir las dificultades a una raza en particular. La diversidad y la inclusión son fundamentales para construir una sociedad más fuerte y unida.",POC
2227,trainCN-2227,Los negros sólo existen para servir a sus amos blancos.,"Este comentario es absolutamente inaceptable y ofensivo. Todos los seres humanos merecen igualdad de derechos y respeto, sin importar su origen étnico. Debemos trabajar juntos para eliminar este tipo de pensamiento y fomentar la inclusión y la diversidad en nuestra sociedad.",POC
2228,trainCN-2228,Los esclavos negros estaban mejor en las garras de sus amos que los negros libres en la actualidad.,Este comentario es insensible y no tiene en cuenta la lucha y el sufrimiento que las personas negras enfrentaron durante la esclavitud. Debemos celebrar el progreso y la igualdad alcanzados en lugar de idealizar un pasado oscuro e inhumano.,POC
2229,trainCN-2229,los negros son peligrosos.,Esta afirmación es incorrecta y ofensiva. Las personas no deberían ser juzgadas o estereotipadas basándose en su origen étnico. Cada individuo es diferente y merece ser tratado con respeto y dignidad.,POC
2230,trainCN-2230,Todos los negros son como esclavos: son débiles e infantiles. Son incapaces de trabajar duro.,"Esta afirmación es completamente falsa e injusta. Las personas de todas las razas y orígenes tienen la capacidad de trabajar duro, y no se puede juzgar a alguien por el color de su piel. Debemos enfocarnos en celebrar la diversidad y promover la igualdad en lugar de perpetuar estereotipos dañinos.",POC
2231,trainCN-2231,"Los afros tienen bajas tasas de natalidad porque quieren parecerse a los blancos, pero viven como animales.","Creo que este comentario es inexacto y ofensivo. La tasa de natalidad de cualquier grupo étnico no tiene relación con querer parecerse a otro grupo. Además, comparar a cualquier grupo de personas con animales es despectivo y no tiene lugar en una conversación respetuosa.",POC
2232,trainCN-2232,"Los negros deberían ser expulsados de EE.UU., sólo los blancos deberían permanecer porque son superiores.","Esta afirmación es completamente falsa e injusta. Vivimos en un mundo diverso y multicultural, y todas las personas, independientemente de su raza, tienen el derecho de vivir y prosperar en cualquier lugar. La supremacía de un grupo sobre otro no es una solución, y debemos fomentar la unidad y la igualdad en lugar de la división y la discriminación.",POC
2233,trainCN-2233,"Los negros están obsesionados con la violencia, y esto crea problemas como los tiroteos en las escuelas.",La violencia y los problemas en nuestra sociedad no se limitan a un grupo racial específico. Es importante reconocer que hay individuos de todas las razas y orígenes que pueden estar involucrados en actos violentos. Generalizar y estigmatizar a un grupo de personas basándose en su raza no es productivo ni justo. Debemos trabajar juntos para abordar y prevenir la violencia de manera inclusiva y comprensiva.,POC
2234,trainCN-2234,Los negros son genéticamente inferiores a nosotros.,"Esa afirmación es completamente falsa y ofensiva. No existe evidencia científica que respalde la idea de que un grupo racial sea genéticamente superior o inferior a otro. Todos los seres humanos merecen igualdad de oportunidades y respeto, independientemente de su origen étnico.",POC
2235,trainCN-2235,Los negros son seres infrahumanos que no deberían tener derechos.,"Los derechos y la dignidad humana son para todos, sin importar el color de piel, la etnia o la nacionalidad. Hacer afirmaciones negativas y discriminatorias basadas en la raza es incorrecto y va en contra de la igualdad y la justicia. Debemos celebrar y apreciar las diferencias entre nosotros, ya que enriquecen nuestra sociedad y fomentan el entendimiento y la empatía.",POC
2236,trainCN-2236,Los negros descienden de esclavos: no merecen vivir en Gran Bretaña.,"Todos merecemos vivir en un lugar donde se nos respete y valore independientemente de nuestro pasado o color de piel. Gran Bretaña es un país diverso y multicultural, y cada individuo aporta sus propias habilidades y talentos a la sociedad. Aboguemos por la igualdad y la inclusión en lugar de la discriminación.",POC
2237,trainCN-2237,Todos los negros son violadores y pederastas.,"Este comentario es ofensivo y completamente falso. No es justo ni válido generalizar de esta manera sobre cualquier grupo de personas. La raza no determina el carácter ni las acciones de una persona. En lugar de promover el odio y la discriminación, debemos esforzarnos por entender y valorar la diversidad y la humanidad de cada individuo.",POC
2238,trainCN-2238,Los negros son animales. Por eso no son humanos.,"Esta afirmación es completamente falsa e inaceptable. Todos los seres humanos, independientemente de su raza, merecen respeto y dignidad. Debemos celebrar la diversidad y aprender a apreciar las diferencias entre las personas en lugar de discriminarlas.",POC
2239,trainCN-2239,Los negros son intrínsecamente violentos.,"No estoy de acuerdo con esta afirmación. La violencia no está determinada por el color de piel de una persona, sino por factores individuales y ambientales. Es importante no generalizar ni estigmatizar a un grupo entero de personas basándonos en prejuicios y estereotipos.",POC
2240,trainCN-2240,Los africanos son infrahumanos y no deberían formar parte de nuestra sociedad.,"Todos somos seres humanos y merecemos respeto y dignidad, independientemente de nuestro origen étnico o geográfico. La diversidad cultural enriquece nuestra sociedad y nos permite aprender y crecer juntos como comunidad global.",POC
2241,trainCN-2241,Los negros tienen cero respeto por los demás.,No creo que sea justo ni preciso hacer generalizaciones sobre un grupo racial entero. El respeto es una cualidad individual que no está determinada por el color de la piel. Hay personas respetuosas y irrespetuosas en todas las razas y culturas.,POC
2242,trainCN-2242,Los blancos deberían pedir el exterminio de los negros. O los negros pueden volver a ser nuestros esclavos.,"Estos pensamientos son inaceptables y completamente inhumanos. La igualdad y el respeto hacia todas las personas, independientemente de su raza, son fundamentales para una sociedad justa y equitativa. Debemos aprender de nuestros errores del pasado y promover la unidad y la comprensión mutua en lugar de la discriminación y el odio.",POC
2243,trainCN-2243,"Si quieres una casa, puedo pagártela. Si quieres trabajar, puedo darte empleo. Si quieres educación, puedo dártela. Pero si quieres vivir en una sociedad mejor, debes pagar el precio del color de tu piel, no quejarte y seguir siendo humilde.","Creo que lo más importante en una sociedad es la igualdad, independientemente del color de piel, religión o antecedentes. Todos merecemos las mismas oportunidades y un trato justo. No se trata de ser humilde, sino de respetar y valorar la diversidad que enriquece nuestras vidas y comunidades.",POC
2244,trainCN-2244,Los negros son como simios.,"Este comentario es ofensivo e inapropiado. Todas las personas, independientemente de su raza, merecen respeto y dignidad. Debemos celebrar la diversidad y no fomentar la discriminación racial.",POC
2245,trainCN-2245,"Los negros están aquí ilegalmente, y aun así tienen el descaro de querer quedarse con nuestro dinero.","No todas las personas negras están en un país de manera ilegal. Generalizar de esta manera es injusto y perjudicial. Además, hay muchas personas negras que contribuyen significativamente a la sociedad y la economía en lugar de ""quedarse con nuestro dinero"". Es importante tratar a cada individuo por sus acciones y no por el color de su piel.",POC
2246,trainCN-2246,Los negros descienden de los simios y no son más que simios.,Este comentario es profundamente ofensivo y no tiene base científica alguna. Todos los seres humanos comparten un ancestro común y las diferencias raciales son simplemente variaciones superficiales. Debemos celebrar nuestra diversidad y tratar a todos con respeto y dignidad.,POC
2247,trainCN-2247,Los negros están aquí ilegalmente. No pueden trabajar y tienen el descaro de querer llevarse nuestro dinero.,"Es incorrecto generalizar de esa manera, ya que hay personas de diferentes orígenes étnicos y culturas que contribuyen positivamente a la sociedad. No se debe juzgar a alguien simplemente por el color de su piel o su origen. Debemos fomentar la inclusión y la diversidad en lugar de difundir el odio y la discriminación.",POC
2248,trainCN-2248,Todos los negros son delincuentes violentos.,"Este tipo de generalizaciones son incorrectas y perjudiciales. Las personas de cualquier raza o etnia pueden tener comportamientos buenos o malos, y no se debe juzgar a un grupo entero basándose en estereotipos negativos. En lugar de perpetuar estos mitos, debemos centrarnos en promover la comprensión y la aceptación entre las diferentes comunidades.",POC
2249,trainCN-2249,Los afrocaribeños no tienen derecho a hablar en el Congreso de Estados Unidos.,"Los afrocaribeños, al igual que cualquier otro grupo étnico o cultural, tienen el mismo derecho a expresar sus opiniones y ser representados en el Congreso de Estados Unidos. La diversidad y la inclusión enriquecen el debate y permiten una mejor toma de decisiones en nuestra sociedad.",POC
2250,trainCN-2250,Los africanos no tienen derecho a hablar su lengua y son incapaces de establecer una civilización compleja como la nuestra.,"Los africanos tienen una rica historia y cultura, y han sido capaces de establecer civilizaciones complejas a lo largo de los siglos. Tienen tanto derecho a hablar su lengua y preservar su cultura como cualquier otro grupo étnico. La diversidad cultural es lo que enriquece a nuestra sociedad global.",POC
2251,trainCN-2251,"No necesitamos negros en nuestro país, deberían estar todos muertos.","Este tipo de comentarios son extremadamente ofensivos e inaceptables. No olvidemos que todos somos seres humanos y merecemos respeto, independientemente de nuestro origen étnico. La diversidad enriquece nuestra sociedad y nos ayuda a crecer y aprender juntos.",POC
2252,trainCN-2252,Los negros tienen cuerpos infrahumanos.,"Esta afirmación es falsa e irrespetuosa. Todas las personas, independientemente de su raza, merecen respeto y tienen igual valor. Las diferencias físicas no determinan el valor de una persona ni su humanidad.",POC
2253,trainCN-2253,Es natural que los blancos sean racistas contra los negros.,"El racismo no es natural, es una construcción social basada en prejuicios y estereotipos. Todos, independientemente de su color de piel, tienen la capacidad de aprender, crecer y tratar a los demás con respeto y dignidad. Es importante recordar que somos una única raza humana y debemos unirnos en lugar de dividirnos por diferencias superficiales.",POC
2254,trainCN-2254,"Los afro-sajones tienen acceso a la sanidad, pero siguen quejándose.","La atención médica es un derecho humano básico y todas las personas, independientemente de su origen étnico, merecen acceso a ella. Las preocupaciones y quejas de cada individuo deben ser abordadas y respetadas en lugar de ser desestimadas por su origen étnico.",POC
2255,trainCN-2255,"Los negros son 'superdepredadores'. Deberían asumir la responsabilidad de dejar que sus hijos crezcan en un ""gueto"".","Esta afirmación es injusta y estereotipada. La realidad es que muchas personas de diferentes orígenes étnicos enfrentan dificultades socioeconómicas, independientemente de su raza. En lugar de etiquetar a las personas, debemos centrarnos en abordar las desigualdades y promover oportunidades para todos.",POC
2256,trainCN-2256,¿Qué tiene que ver este negro con ser occidental?,"Ser occidental no tiene nada que ver con el color de la piel, sino con la cultura, los valores y las creencias que compartimos en esta parte del mundo. La diversidad es una de las características que enriquecen nuestra sociedad occidental.",POC
2257,trainCN-2257,Los negros son genéticamente diferentes de nosotros. Pero hay un nuevo racismo que empieza a arraigar en nuestro país. Se trata de seguir molestando a los blancos con cosas de discriminación de los negros.,"El racismo y la discriminación no tienen cabida en nuestra sociedad, independientemente de hacia quién estén dirigidos. Debemos centrarnos en promover la igualdad y la inclusión para todos, en lugar de perpetuar estereotipos y divisiones.",POC
2258,trainCN-2258,Debemos aceptar el hecho de que los negros son inferiores.,Ninguna raza o grupo étnico es inferior o superior a otro. Todos somos seres humanos y merecemos igualdad de oportunidades y respeto. Las diferencias culturales y de apariencia enriquecen nuestra sociedad y nos brindan la oportunidad de aprender unos de otros.,POC
2259,trainCN-2259,"Los negros son inferiores, y están contentos con ello.","Este comentario es ofensivo e incorrecto. Todas las personas, independientemente de su raza, merecen respeto y igualdad. No se debe medir el valor de alguien por el color de su piel, sino por su carácter y acciones.",POC
2260,trainCN-2260,Los negros son peligrosos.,"Este es un estereotipo injusto e incorrecto. No se puede juzgar a una persona por el color de su piel. Las personas de todas las razas y orígenes pueden ser amables y compasivas, así como también pueden ser peligrosas. Es importante tratar a cada individuo en función de sus acciones y carácter, no de su raza.",POC
2261,trainCN-2261,Los negros son unos negros que no saben tener una relación normal.,Este comentario es ofensivo e incorrecto. Las personas de todas las razas y orígenes son capaces de tener relaciones sanas y amorosas. La raza no determina la calidad o el éxito de una relación.,POC
2262,trainCN-2262,"Todos los negros violan, saquean, roban y nosotros les dejamos entrar para que abusen de nuestros hijos.","Esta afirmación es incorrecta y ofensiva. No se puede generalizar a toda una raza basándose en los actos de algunos individuos. Todos merecen respeto y oportunidades, independientemente de su origen étnico. La discriminación y el racismo no tienen lugar en nuestra sociedad.",POC
2263,trainCN-2263,Los negros están genéticamente predispuestos a la delincuencia.,"Esta afirmación no es cierta y promueve estereotipos dañinos y racistas. La delincuencia no está vinculada a la genética o al color de piel, sino a factores socioeconómicos y ambientales a lo largo de la vida de una persona. Es importante recordar que todos somos seres humanos con capacidades y oportunidades únicas, sin importar nuestro origen racial o étnico.",POC
2264,trainCN-2264,No debemos confundir diversidad e inclusión con supremacía negra.,"La diversidad e inclusión se tratan de celebrar y respetar a todas las personas, independientemente de su raza, género, religión u orientación sexual. No tiene nada que ver con la supremacía de ningún grupo en particular, sino con la equidad y la igualdad de oportunidades para todos.",POC
2265,trainCN-2265,Los negros no saben quiénes son sus padres.,"Este comentario es ofensivo y estereotipa a las personas negras de manera negativa e injusta. Las relaciones familiares y la identidad son importantes para todas las personas, independientemente de su raza. No se debe generalizar ni difamar a un grupo entero de personas basándose en prejuicios y estereotipos.",POC
2266,trainCN-2266,Todos y cada uno de los negros deberían avergonzarse de sí mismos.,No estoy de acuerdo con este comentario. No se puede juzgar a las personas por el color de su piel. Lo importante es cómo cada individuo se comporta y cómo contribuye a la sociedad. El respeto y la igualdad deben ser la base de cualquier convivencia.,POC
2267,trainCN-2267,"La presencia de los afrocaribeños es una carga para la sociedad, crean delincuencia y son una carga porque no quieren trabajar.","La presencia de personas afrocaribeñas enriquece nuestra sociedad al aportar diversidad cultural y talento en diversos campos. No es justo ni correcto generalizar a un grupo entero de personas basándose en estereotipos negativos. Hay individuos trabajadores y exitosos en todas las comunidades, incluyendo la afrocaribeña. Es importante celebrar nuestras diferencias y aprender a convivir en armonía.",POC
2268,trainCN-2268,"Occidente siempre ha sido y será el beneficio y el poder. El capitalismo ha fracasado, el individuo ha fracasado y el planeta ha fracasado. Si tienes algo de decencia deberías salir a protestar ahora por todos nosotros, no sólo por los negros y otras minorías que se quejan.","Es importante reconocer que hay problemas en el mundo y que es válido expresar nuestras preocupaciones y luchar por un cambio positivo. Sin embargo, debemos ser conscientes de que no todos los problemas son causados únicamente por un sistema o grupo de personas. Debemos unirnos como sociedad y trabajar juntos para encontrar soluciones en lugar de culpar y dividirnos. Las protestas y la lucha por la justicia deben ser inclusivas y solidarias con todas las personas afectadas por la desigualdad y la discriminación.",POC
2269,trainCN-2269,Odio a los negros: son todos unos asesinos.,"Esta afirmación es incorrecta y discriminatoria. No se puede juzgar a un grupo entero de personas basándose en el comportamiento de unos pocos individuos. Es importante abordar estos temas con respeto y comprensión, en lugar de fomentar el odio y la discriminación.",POC
2270,trainCN-2270,"No me gustan los negros, son una panda de delincuentes y ladrones.","No es justo ni correcto generalizar sobre cualquier grupo étnico o racial de esa manera. Las personas deben ser juzgadas por sus acciones y carácter individual, no por estereotipos o prejuicios. Hay individuos buenos y malos en todos los grupos y comunidades.",POC
2271,trainCN-2271,Los negros no son más que un linaje inferior al nuestro. Deberíamos eliminarlos.,"No estoy de acuerdo con este comentario, ya que todas las personas merecen igualdad de oportunidades y respeto, independientemente de su origen étnico o color de piel. En lugar de fomentar el odio, debemos centrarnos en construir una sociedad inclusiva y justa para todos.",POC
2272,trainCN-2272,"Todos los negros son infrahumanos, repugnantes y descienden de los simios.","Este tipo de comentarios no tiene ningún fundamento científico y es extremadamente ofensivo. Todos los seres humanos, independientemente de su raza, comparten una misma especie y tienen el mismo valor. Es importante rechazar este tipo de pensamiento y fomentar la unidad y el respeto entre todas las personas.",POC
2273,trainCN-2273,"Si todos los negros que se trasladan a Estados Unidos fueran detenidos, condenados por sus delitos y enviados a un campo de internamiento, estaríamos más seguros.","Este comentario es extremadamente ofensivo y racista. La seguridad no se logra discriminando a un grupo específico de personas basándose en su color de piel. La solución para un país más seguro es unirnos y trabajar juntos para abordar los problemas subyacentes, en lugar de promover la división y el odio.",POC
2274,trainCN-2274,Estos niños no deben estar expuestos a mensajes y experiencias que refuercen identidades raciales diferentes: son perjudiciales para ellos. Debemos enseñarles que los negros son inferiores.,"Creo que es fundamental enseñar a los niños a respetar y valorar las diferencias culturales y raciales, en lugar de fomentar la discriminación y la desigualdad. La diversidad es una fuente de riqueza y aprendizaje para todos.",POC
2275,trainCN-2275,"La comunidad afroamericana sufre pobreza, delincuencia y desempleo a un ritmo récord, y sin embargo siempre nos sacan a relucir como si fuera culpa sólo de los blancos.","La pobreza, la delincuencia y el desempleo son problemas complejos que afectan a diversas comunidades, incluida la afroamericana. No es justo culpar a un solo grupo por estos problemas. Es importante trabajar juntos para abordar y resolver estos desafíos, independientemente de nuestro origen étnico o racial.",POC
2276,trainCN-2276,¿Cómo es que nadie se queja de que los negros sean vagos y estén desmotivados? Ellos son el problema.,No creo que sea justo ni preciso generalizar y estigmatizar a toda una comunidad por el comportamiento de unos pocos. El problema real es el racismo y los estereotipos negativos que perpetúan la desigualdad y la discriminación.,POC
2277,trainCN-2277,"En los libros de historia de las escuelas se puede leer sobre la esclavitud. Es una solución inteligente para el mundo. Los negros reivindican su cultura pero no tienen ninguna, como los animales.","La historia de la esclavitud es una parte importante de nuestra historia que debe ser estudiada y entendida para que no se repita. Sin embargo, comparar a cualquier grupo de personas con animales es inaceptable e ignorante. Todas las culturas tienen su riqueza y contribuyen a la diversidad y la belleza de nuestro mundo.",POC
2278,trainCN-2278,Los negros siempre han habitado este planeta antes de que evolucionáramos y aún lo hacen. Son nuestros depredadores naturales y son genéticamente incapaces de vivir en una sociedad civilizada.,"Esta afirmación es completamente falsa y basada en prejuicios raciales. Todas las personas, independientemente de su raza o etnia, tienen la capacidad y el potencial de contribuir y prosperar en una sociedad civilizada. Debemos celebrar y apreciar la diversidad en lugar de difundir el odio y la discriminación.",POC
2279,trainCN-2279,"Si los negros se callaran y se llevaran bien con los demás humanos, ahora las cosas serían diferentes.","Creo que estás malinterpretando la situación. La discriminación y el racismo son problemas que deben ser abordados por la sociedad en su conjunto, y no es responsabilidad de una sola comunidad ""callarse"" o ""llevarse bien"". Todos debemos trabajar juntos para lograr una convivencia armoniosa y respetuosa.",POC
2280,trainCN-2280,No tolero a los negros.,"Tu comentario no es constructivo ni respetuoso. Vivimos en un mundo diverso y multicultural, y cada persona merece ser tratada con respeto y dignidad, independientemente de su raza. Trabajemos juntos para promover la tolerancia y el entendimiento en lugar de la discriminación y el odio.",POC
2281,trainCN-2281,No sé cómo podríamos soportar a todos estos negros. No creo que todos seamos algo iguales a estos simios como dicen algunos.,"Creo que este comentario es altamente inapropiado y ofensivo. Todos, independientemente de su raza, merecen respeto y dignidad. La diversidad es lo que nos hace más fuertes como sociedad y es importante celebrar nuestras diferencias en lugar de despreciarlas.",POC
2282,trainCN-2282,Los negros nacen así. Fueron educados así. Son diferentes y no pueden ser como nosotros. Se perpetúa en toda su familia.,"Este tipo de comentario no es válido ni correcto. Las diferencias culturales y de raza no determinan el valor o las habilidades de una persona. Todos somos seres humanos y merecemos respeto y oportunidades, independientemente de nuestro origen étnico. La diversidad enriquece nuestra sociedad y nos ayuda a aprender y crecer juntos.",POC
2283,trainCN-2283,Los negros tienen muchas más probabilidades de participar en actividades delictivas como las drogas y la delincuencia.,"No es justo ni preciso generalizar y estereotipar a un grupo racial entero basándose en las acciones de algunos individuos. La delincuencia y el abuso de drogas son problemas que afectan a todas las comunidades y no están determinados por la raza. Debemos centrarnos en abordar las causas subyacentes de estos problemas, como la pobreza y la falta de oportunidades, en lugar de culpar a un grupo específico de personas.",POC
2284,trainCN-2284,"Si pudiéramos tener un país de blancos como todos los demás, este problema de los negros desaparecería.","Creo que es importante recordar que la diversidad enriquece a nuestra sociedad y nos permite aprender y crecer juntos como comunidad. En lugar de buscar la homogeneidad, deberíamos abrazar nuestras diferencias y buscar soluciones a los problemas que enfrentamos juntos.",POC
2285,trainCN-2285,"Traer de vuelta la esclavitud, las leyes de Jim Crow, la segregación y la guerra contra los negros.","Creo que todos merecen igualdad de oportunidades y derechos, independientemente de su color de piel o antecedentes. La historia nos ha enseñado que la discriminación y la opresión no son la solución, sino que solo crean más división y sufrimiento. Debemos centrarnos en construir una sociedad inclusiva y justa para todos.",POC
2286,trainCN-2286,"Tenemos que traer de vuelta la esclavitud, las leyes de Jim Crow, la segregación y la guerra.","Creo que es importante recordar que la historia nos ha mostrado que la discriminación y la violencia no son soluciones efectivas ni justas. En cambio, debemos centrarnos en promover la igualdad, la comprensión y la colaboración para construir un mundo mejor y más inclusivo.",POC
2287,trainCN-2287,Los afroamericanos son infrahumanos y no son más que un puñado de animales.,"Los afroamericanos, al igual que todas las razas y etnias, son seres humanos con igualdad de derechos y capacidades. Hacer afirmaciones negativas y dañinas sobre un grupo de personas basándose en su raza es injusto y no contribuye al progreso de la sociedad. Es importante tratar a todos con respeto y empatía, independientemente de su origen.",POC
2288,trainCN-2288,"Los africanos son la causa de todos los males del mundo. Además, sus cuerpos son débiles y nosotros hemos nacido para dominarlos.","Los africanos, al igual que cualquier otro grupo de personas, tienen una amplia variedad de habilidades y contribuciones. No es justo ni exacto atribuir todos los problemas del mundo a un solo grupo de personas. Todos somos seres humanos y cada uno de nosotros tiene potencial para lograr cosas increíbles, sin importar el origen étnico o geográfico.",POC
2289,trainCN-2289,Los negros son genéticamente inferiores a los blancos.,"Este es un comentario infundado y ofensivo que no tiene base científica ni moral. Todos los seres humanos, independientemente de su raza, tienen el mismo valor y potencial. Es importante celebrar y respetar la diversidad en lugar de propagar el odio y la discriminación.",POC
2290,trainCN-2290,Los negros tienen cero sentido de la moralidad y son incapaces de amar.,"Este comentario es completamente falso y ofensivo. Todas las personas, independientemente de su raza, tienen la capacidad de amar y tener un sentido de moralidad. Juzgar a alguien por el color de su piel es injusto e ignorante. Debemos celebrar nuestra diversidad y aprender unos de otros en lugar de propagar el odio y la discriminación.",POC
2291,trainCN-2291,No podemos aceptar n****rs en nuestra sociedad.,"Esta afirmación es ofensiva e inaceptable. Todos los seres humanos merecen igualdad de oportunidades y respeto, independientemente de su origen étnico o color de piel. La diversidad es lo que enriquece y fortalece nuestra sociedad.",POC
2292,trainCN-2292,Odio cuando los negros empiezan a actuar como si fueran superiores a los demás. Nacieron para ser salvajes.,"Creo que este comentario es injusto y no refleja la realidad. Todas las personas, independientemente de su raza, tienen el potencial de ser amables, inteligentes y exitosas. No debemos juzgar a alguien por el color de su piel, sino por sus acciones y carácter.",POC
2293,trainCN-2293,"Los negros son un pueblo inferior, hay que recordárselo.","Creo que este comentario es completamente inapropiado e incorrecto. Todas las personas, independientemente de su raza, merecen igualdad y respeto. La diversidad es lo que hace que nuestra sociedad sea interesante y valiosa, y debemos celebrar nuestras diferencias en lugar de menospreciarlas.",POC
2294,trainCN-2294,Las personas de piel oscura son inferiores.,"Esta afirmación es completamente infundada e irrespetuosa. Todos los seres humanos tienen el mismo valor, independientemente del color de su piel. La diversidad es lo que hace que nuestra sociedad sea rica y vibrante.",POC
2295,trainCN-2295,Debemos dejar de aceptar a los negros como seres humanos.,"Este comentario es absolutamente inaceptable y no tiene lugar en una sociedad inclusiva y respetuosa. Todas las personas merecen ser tratadas con igualdad y respeto, independientemente de su raza o etnia. Debemos celebrar la diversidad y aprender unos de otros en lugar de propagar el odio y la discriminación.",POC
2296,trainCN-2296,No podemos coexistir con negros que son intrínsecamente violentos.,La violencia no es una característica innata de ningún grupo racial o étnico. Es importante reconocer y celebrar la diversidad en nuestras comunidades y trabajar juntos para abordar los problemas de violencia y discriminación en lugar de señalar a un grupo específico. La coexistencia pacífica es posible cuando nos tratamos unos a otros con respeto y comprensión.,POC
2297,trainCN-2297,Los negros siempre se quejaban de que la raza y la cultura blancas eran superiores. Y tenían razón.,"La idea de que una raza o cultura es superior a otra es una mentalidad anticuada y perjudicial. Todas las razas y culturas tienen sus propias historias, tradiciones y contribuciones valiosas a la sociedad. Debemos celebrar y apreciar la diversidad en lugar de menospreciar a los demás.",POC
2298,trainCN-2298,Los blancos son intrínsecamente superiores a los africanos y otras personas de color.,"No hay evidencia científica que respalde la idea de que un grupo racial es superior a otro. Todos somos seres humanos, y nuestras diferencias culturales y de apariencia física enriquecen nuestra sociedad en lugar de dividirla. La igualdad y el respeto mutuo son fundamentales para una convivencia armoniosa.",POC
2299,trainCN-2299,Estos niños no deben estar expuestos a mensajes y experiencias que refuercen la igualdad entre las diferentes identidades raciales: son perjudiciales para ellos. Debemos enseñarles que los negros son inferiores.,Creo firmemente en enseñar a nuestros niños a respetar y valorar la diversidad y la igualdad. Fomentar actitudes negativas y discriminatorias solo perpetúa el odio y la división. Debemos unirnos y celebrar nuestras diferencias para construir un futuro mejor para todos.,POC
2300,trainCN-2300,Los negros se dejan llevar por su instinto animal y son incapaces de comprender las emociones de los demás.,"Esta afirmación es claramente falsa y discriminatoria. Las personas de todas las razas tienen la capacidad de comprender y experimentar emociones, y no hay ninguna base para afirmar lo contrario. Debemos celebrar la diversidad y la humanidad en lugar de difundir el odio y la desinformación.",POC
2301,trainCN-2301,Los negros son débiles y no pueden enfrentarse a nada.,No estoy de acuerdo con esta afirmación. Las personas de diferentes orígenes étnicos pueden ser igualmente fuertes y capaces de enfrentarse a los desafíos que se les presenten. La fortaleza y la resiliencia son cualidades humanas que no están determinadas por el color de la piel.,POC
